day,channel,region,device_type,audience_segment,campaign_objective,impressions,clicks,ctr_pct,spend_usd,conversions,conversion_rate_pct,bounce_rate_pct,session_duration_sec,audience_age,ad_quality_score,revenue_usd,performance_tier_index,engagement_score
Wednesday,Search,West,Desktop,Boomers,Leads,158691,7619,4.8,12898.79,410,5.38,69.87,171,54,4.82,33931.42,1,8.209974101
Monday,Affiliate,North,CTV,Boomers,Traffic,108698,3016,2.77,3899.77,250,8.29,52.18,183,45,9.04,20133.39,2,5.077627923
Monday,Affiliate,East,Desktop,Gen X,Traffic,112964,1223,1.08,1394.39,101,0,64.93,126,19,7.14,0,0,1.364133706
Wednesday,Affiliate,West,CTV,Gen Z,Sales,85472,2403,2.81,1922.53,127,5.29,37.79,94,43,8.87,14576.83,2,2.642760202
Thursday,Email,West,CTV,Boomers,App Installs,50215,844,1.68,467.96,49,5.81,61.72,182,30,7.93,3250.14,2,3.059006273
Friday,Affiliate,East,Desktop,Gen Z,App Installs,112605,3138,2.79,3956.53,68,2.17,70.35,191,21,6.95,6153.04,1,5.322658852
Friday,Affiliate,West,Tablet,Boomers,Awareness,82943,1539,1.86,1313.66,75,4.87,42.98,115,52,7.77,3702.32,1,2.133814788
Monday,Affiliate,Central,Desktop,Boomers,Leads,81268,1763,2.17,1756.03,48,2.72,53.4,244,33,5.76,4118.98,1,5.293251956
Sunday,Video,West,Desktop,Gen X,Awareness,179998,7099,3.94,11468.87,488,6.87,59.97,187,51,7.32,39063.01,2,7.375154168
Tuesday,Video,North,Tablet,Boomers,Awareness,280823,9116,3.25,17484.36,266,2.92,38.84,157,51,9.3,35717.04,1,5.096491384
Friday,Video,South,CTV,Gen X,Sales,223113,2458,1.1,2832.93,70,2.85,54.44,86,35,7.05,8218.23,1,0.947448154
Wednesday,Search,West,CTV,Gen X,Awareness,128550,4942,3.84,13646.23,359,7.26,25.29,250,27,8.16,26542.85,1,9.611046285
Monday,Display,North,Mobile,Gen Z,Leads,171479,1790,1.04,694.22,60,3.35,34.51,250,31,5.8,5102.21,2,2.609648995
Saturday,Affiliate,North,Desktop,Millennials,App Installs,120720,1869,1.55,1061.92,39,2.09,41.66,75,25,7.55,4518.59,2,1.161158052
Saturday,Social,Central,Desktop,Gen X,App Installs,56393,650,1.15,774.65,27,4.15,44.27,228,24,5.6,2368.67,2,2.627985743
Thursday,Video,West,Desktop,Boomers,Traffic,185956,4875,2.62,10102.95,228,4.68,48.03,113,28,6.1,19072.4,1,2.96239433
Friday,Social,West,CTV,Gen Z,App Installs,69996,1691,2.42,1735.02,74,4.38,52.95,165,29,6.25,5252.72,2,3.986156352
Tuesday,Affiliate,South,Desktop,Gen X,Awareness,142695,1437,1.01,1159.08,0,0,46.27,158,30,6.22,394.77,0,1.59112793
Saturday,Social,West,Mobile,Gen X,Sales,66280,1048,1.58,1494.44,16,1.53,33.63,230,30,6.12,934.64,0,3.636692818
Thursday,Email,East,CTV,Boomers,App Installs,78494,3779,4.81,1305.92,352,9.31,52.51,158,42,3.41,22915.35,3,7.606721533
Sunday,Search,East,Tablet,Boomers,App Installs,139909,6741,4.82,15158.27,324,4.81,42.09,65,33,5.42,35670.24,1,3.131785661
Monday,Social,East,Mobile,Millennials,Leads,119056,3008,2.53,4609.86,123,4.09,60.65,195,38,7.86,7235.53,1,4.926757156
Monday,Display,South,CTV,Boomers,App Installs,199679,533,0.27,606.91,22,4.13,79.78,134,43,5.35,2101.78,2,0.357684083
Monday,Social,Central,CTV,Boomers,Traffic,157303,3939,2.5,4386.34,92,2.34,60.19,68,18,6.18,8308.6,1,1.702777442
Thursday,Video,Central,Desktop,Millennials,Sales,251711,4823,1.92,7961.41,314,6.51,62.49,104,31,6.14,34842.18,2,1.992729758
Saturday,Display,South,Desktop,Gen X,Sales,165116,1354,0.82,1736.09,0,0,42.25,136,27,7.47,30.48,0,1.115240195
Saturday,Email,North,Tablet,Gen Z,Sales,42580,2380,5.59,790.93,266,11.18,65.33,130,29,9.47,19869.79,3,7.266322217
Tuesday,Social,South,CTV,Boomers,Sales,75109,2164,2.88,3015.61,132,6.1,37.33,116,35,8.06,7987.33,1,3.342129439
Friday,Affiliate,West,CTV,Boomers,Sales,1406,4,0.28,24188.53,0,0,71.75,154,35,5.78,174.02,0,0.438122333
Sunday,Social,North,Mobile,Millennials,Leads,103635,2126,2.05,1717.51,51,2.4,54.5,252,51,7.37,3820.24,1,5.169604863
Friday,Search,East,Desktop,Gen X,Traffic,166662,8109,4.87,17812.81,407,5.02,46.25,128,38,4.15,30729.63,1,6.227886381
Wednesday,Video,Central,CTV,Gen Z,App Installs,154927,4692,3.03,7346.82,355,7.57,42.54,238,28,4.9,37665.35,2,7.207885004
Saturday,Search,East,Tablet,Gen Z,Sales,154529,5325,3.45,11261.23,281,5.28,39.24,141,35,8.82,21793.08,1,4.858796731
Monday,Display,North,CTV,Gen X,Leads,172337,2509,1.46,2178.23,23,0.92,26.16,167,35,7.68,1620.04,0,2.431300301
Friday,Search,West,Mobile,Millennials,Traffic,161309,8438,5.23,14287.34,425,5.04,39.57,172,26,5.05,29216.39,1,8.997241319
Friday,Affiliate,Central,Tablet,Boomers,Traffic,114202,2372,2.08,2713.33,20,0.84,64.29,166,42,8.63,1229.21,0,3.447855554
Monday,Email,South,Desktop,Millennials,Awareness,55032,1779,3.23,875.47,108,6.07,73.98,106,53,7.1,7325.23,2,3.426624509
Tuesday,Email,East,Tablet,Millennials,Leads,63736,2492,3.91,669.59,343,13.76,52.83,206,27,8.73,23729.13,3,8.05434919
Saturday,Affiliate,East,Tablet,Gen X,App Installs,109849,2618,2.38,1092.96,247,9.43,95,262,28,7.78,22690.97,3,6.244171545
Wednesday,Affiliate,North,Desktop,Boomers,Awareness,83792,2234,2.67,1735.72,129,5.77,60.77,143,22,7.25,14025.08,2,3.812559672
Thursday,Display,South,Desktop,Millennials,Traffic,157573,1732,1.1,1392.24,40,2.31,55.44,127,24,9.61,3893.2,1,1.395949814
Tuesday,Affiliate,East,Desktop,Boomers,Sales,85557,1447,1.69,2008.66,40,2.76,53.39,139,37,9.21,1505.71,0,2.350865505
Tuesday,Social,Central,Tablet,Boomers,Sales,84839,2015,2.38,3061.82,158,7.84,61.01,105,33,7.21,14223.83,2,2.493841276
Saturday,Video,North,Mobile,Boomers,App Installs,196319,5241,2.67,9882.1,294,5.61,68.11,5,24,6.42,18642.78,1,0.133481731
Thursday,Affiliate,East,Tablet,Boomers,Sales,52457,1201,2.29,858.91,66,5.5,52.13,75,29,8.47,4746.95,2,1.717120689
Saturday,Display,Central,Mobile,Gen Z,Sales,170702,2252,1.32,1683.56,29,1.29,56.48,113,37,5.39,1628.6,0,1.490761678
Friday,Affiliate,East,Mobile,Boomers,Traffic,124808,974,0.78,1235.09,24,2.46,36.85,116,33,5.73,872.1,0,0.905262483
Monday,Display,East,Desktop,Boomers,Leads,273390,2392,0.87,2594.99,36,1.51,48.38,140,53,8.41,3361.49,1,1.224916786
Monday,Affiliate,North,Mobile,Gen Z,Sales,65372,584,0.89,652.29,19,3.25,44.24,300,26,8.13,1455.58,1,2.680046503
Sunday,Search,North,Desktop,Boomers,Sales,156212,7215,4.62,13653.28,183,2.54,48.59,273,24,7.63,3636.54,0,12.60911454
Thursday,Search,West,Desktop,Millennials,Leads,71259,3688,5.18,4859.55,118,3.2,52.26,135,43,6.12,11277.58,1,6.986906917
Thursday,Social,East,Mobile,Gen X,Leads,84188,2219,2.64,1408.96,51,2.3,44.85,196,31,6.06,4640.3,2,5.166104433
Wednesday,Affiliate,East,Desktop,Boomers,Awareness,52115,520,1,621.89,27,5.19,42.24,143,31,6.93,1121.18,1,1.426844479
Tuesday,Affiliate,North,Mobile,Millennials,Sales,66839,1444,2.16,1313.8,79,5.47,55.73,125,23,8.72,9122.1,2,2.700519158
Tuesday,Search,East,Mobile,Boomers,Traffic,98275,3910,3.98,5059.43,215,5.5,69.1,89,18,7.63,18099.85,2,3.540981938
Sunday,Video,North,Desktop,Boomers,Awareness,237950,4668,1.96,8125.73,176,3.77,79.3,191,41,6.62,12645.04,1,3.746955243
Saturday,Affiliate,North,Mobile,Gen X,Leads,158395,3116,1.97,2557.67,44,1.41,51.23,65,18,7.58,4242.35,1,1.278701979
Saturday,Display,South,CTV,Millennials,Traffic,151030,1642,1.09,1137.19,20,1.22,38.54,149,35,9.36,1753.7,1,1.619929815
Tuesday,Search,Central,Mobile,Millennials,Sales,137709,7750,5.63,19836.48,181,2.34,52.11,215,41,7.15,14954.73,0,12.09979014
Wednesday,Display,South,Desktop,Boomers,App Installs,209839,1506,0.72,2022.52,29,1.93,25.2,158,33,4.53,2782.12,1,1.13395508
Tuesday,Affiliate,West,Desktop,Gen Z,Awareness,92070,0,0,20,0,0,61.18,66,53,5.38,186.88,2,0
Friday,Social,North,CTV,Gen X,Sales,95614,1715,1.79,1453.45,60,3.5,84.14,150,39,4.34,4112.3,1,2.690505574
Wednesday,Display,South,Desktop,Gen X,Awareness,148830,1195,0.8,1321.58,15,1.26,35.25,147,45,4.74,1578.36,1,1.18030639
Thursday,Social,Central,Tablet,Gen Z,Leads,94001,3456,3.68,4115.72,78,2.26,95,187,27,7.04,3925.38,0,6.875160903
Monday,Social,Central,Desktop,Boomers,Leads,77039,1808,2.35,2180.15,78,4.31,60.82,159,52,8.35,8130.57,2,3.73151261
Saturday,Affiliate,North,Desktop,Boomers,Sales,51606,1140,2.21,1173.54,41,3.6,63.72,108,20,8.7,3572.75,2,2.385769097
Sunday,Search,South,CTV,Gen Z,App Installs,134726,7255,5.39,15740.86,290,4,61.21,46,28,6.44,28241.96,1,2.477101673
Saturday,Search,East,Tablet,Millennials,Sales,125319,7128,5.69,11712.5,606,8.5,63.97,74,39,9.87,41716.83,2,4.209034544
Sunday,Email,West,Tablet,Millennials,Sales,66369,1770,2.67,1428.54,91,5.14,44.2,83,45,4.35,13308.7,2,2.213533427
Saturday,Search,North,Mobile,Gen Z,Leads,105771,5269,4.98,12005.42,343,6.51,50.28,265,26,8.84,25307.93,1,13.20101918
Wednesday,Social,North,Mobile,Boomers,App Installs,80402,3105,3.86,2951.25,75,2.42,48.13,280,27,6.28,4791.51,1,10.81316385
Tuesday,Display,Central,CTV,Boomers,Sales,203355,3121,1.53,2747,77,2.47,66.34,156,31,5.66,5280.93,1,2.39421701
Friday,Search,Central,Desktop,Gen X,Awareness,149998,8251,5.5,17292.62,395,4.79,43.16,184,32,5.25,18003.14,1,10.12136162
Tuesday,Display,North,Desktop,Millennials,App Installs,170856,1684,0.99,1132.36,25,1.48,37.07,158,34,5.97,3666.36,2,1.557288009
Monday,Display,West,Mobile,Gen X,Sales,129863,1388,1.07,1780.97,3,0.22,65.88,170,28,8.01,322.33,0,1.816991753
Sunday,Affiliate,South,Mobile,Millennials,Awareness,58537,1275,2.18,1395.11,33,2.59,65.92,270,44,7.16,4047.93,1,5.880895844
Saturday,Video,North,CTV,Gen Z,Leads,154225,3629,2.35,6253.37,65,1.79,48.94,50,41,6.35,8103.11,1,1.1765278
Tuesday,Affiliate,South,Mobile,Gen Z,Traffic,77866,1830,2.35,1292.84,63,3.44,57.91,149,18,6.11,4859.43,2,3.501785118
Friday,Affiliate,North,Desktop,Boomers,Leads,118997,1818,1.53,1472.69,87,4.79,24.01,225,22,6.79,8402.93,2,3.437481617
Thursday,Email,Central,Tablet,Millennials,Leads,46492,613,1.32,180.62,43,7.01,73.02,87,29,6.15,4034.92,3,1.147100576
Thursday,Social,East,Mobile,Gen Z,Leads,90651,1896,2.09,835.94,127,6.7,49.84,224,29,6.94,10252.6,3,4.685044842
Thursday,Video,East,Mobile,Gen X,App Installs,243884,4793,1.97,6785.1,117,2.44,56.78,159,52,7.08,9160.06,1,3.124792934
Wednesday,Affiliate,North,CTV,Boomers,App Installs,100813,1229,1.22,863.35,0,0,68.99,246,29,7.51,8.5,0,2.998958468
Sunday,Display,North,CTV,Millennials,Leads,221345,1367,0.62,1200.18,0,0,41.47,143,44,5.9,0,0,0.883150738
Thursday,Social,East,Mobile,Gen Z,Traffic,59009,977,1.66,830.64,29,2.97,66.45,217,37,5.72,2476.81,1,3.592824823
Friday,Affiliate,Central,Mobile,Gen Z,Awareness,91580,2627,2.87,2944.22,77,2.93,40.87,191,32,7.01,8414.53,1,5.478892771
Thursday,Social,North,CTV,Gen X,Sales,90654,4017,4.43,6226.93,303,7.54,50.19,103,45,6.13,23419.59,2,4.564067774
Tuesday,Social,South,Mobile,Boomers,Traffic,112057,2484,2.22,2790.74,81,3.26,76.52,124,48,6.73,9976.37,2,2.748743943
Thursday,Display,South,CTV,Gen X,Leads,213158,1028,0.48,1226.43,1,0.1,73.98,191,26,5.13,0,0,0.921138311
Thursday,Search,Central,Tablet,Gen Z,App Installs,151527,7983,5.27,8296.11,499,6.25,68,246,41,7.28,18531.42,1,12.96018531
Monday,Search,West,Mobile,Boomers,Leads,111096,4639,4.18,12379.9,205,4.42,51.92,113,40,5.3,21023.08,1,4.718504717
Thursday,Display,East,Mobile,Boomers,Awareness,208280,2622,1.26,2649.99,48,1.83,25.2,333,27,8.19,3646.69,1,4.192077972
Saturday,Display,South,Tablet,Gen X,App Installs,136452,1845,1.35,1346.8,0,0,76.72,164,31,7.19,0,0,2.217483071
Thursday,Social,West,Tablet,Boomers,Traffic,134029,2405,1.79,3065.85,67,2.79,63.63,121,37,7.3,5031.54,1,2.171209216
Sunday,Affiliate,Central,Desktop,Millennials,Awareness,62523,1482,2.37,2385.05,41,2.77,49.96,168,23,7.71,4090.17,1,3.982150569
Saturday,Video,North,Desktop,Gen X,Awareness,186026,4775,2.57,9369.25,165,3.46,43.85,172,32,6.82,19124.92,1,4.414974251
Friday,Display,North,CTV,Gen X,Awareness,243680,2785,1.14,2729.37,64,2.3,58.14,244,29,5.69,5125.24,1,2.788657255
Thursday,Search,South,Tablet,Gen Z,Awareness,132950,3528,2.65,6749.58,184,5.22,49.67,14,39,8.23,12534.47,1,0.371508086
Saturday,Social,Central,CTV,Gen X,Sales,66110,2173,3.29,3593.71,28,1.29,58.33,168,24,6.46,1291.28,0,5.522069278
Monday,Affiliate,North,Mobile,Millennials,Sales,86536,2453,1,364.72,75,8.67,47.7,137,24,8.85,8677.64,3,3.883482019
Monday,Social,East,Tablet,Gen X,Sales,77402,2047,2.64,2485.64,65,3.18,46.16,91,27,7.65,6997.46,1,2.4066174
Saturday,Affiliate,East,Tablet,Boomers,Leads,37634,539,1.43,581.71,20,3.71,53.27,201,37,7.47,1652.36,1,2.878753255
Tuesday,Social,North,Desktop,Millennials,App Installs,138799,4375,3.15,6319.84,262,5.99,44.88,103,34,7.46,26916.28,2,3.2466012
Sunday,Search,South,Mobile,Millennials,Sales,154869,11307,7.3,23022.46,376,3.33,44.29,210,27,8.08,30652.91,1,15.3321194
Sunday,Video,East,CTV,Gen Z,App Installs,209353,6207,2.96,4540.2,197,3.17,27.14,188,18,8.91,17859.82,2,5.573915826
Sunday,Display,South,CTV,Gen X,Sales,160335,2880,1.8,3853.68,93,3.23,41.12,95,33,6.85,8940.5,1,1.706427168
Monday,Display,North,Mobile,Millennials,Leads,202063,2568,1.27,2244.85,32,1.25,37.87,212,18,4.68,3924.81,1,2.694288415
Wednesday,Affiliate,Central,Mobile,Millennials,Leads,62452,1472,2.36,2203.37,78,5.3,60.32,136,28,6.14,6713.49,2,3.20553385
Thursday,Social,North,Desktop,Gen X,Sales,80647,1367,1.7,1997.06,63,4.61,44.38,57,27,8.24,8124.05,2,0.966173571
Friday,Email,North,Tablet,Gen X,Traffic,40624,1110,2.73,299.1,114,10.27,37.25,97,26,9.11,9069.39,3,2.650403702
Monday,Search,West,CTV,Millennials,Awareness,134324,6294,4.69,15511.57,352,5.59,57.76,100,43,7.57,25354.95,1,4.685685358
Sunday,Video,North,Desktop,Gen Z,Awareness,225192,6487,2.88,7977,185,2.85,34.56,138,36,8.43,14476.19,1,3.975301076
Saturday,Search,South,Desktop,Millennials,Sales,159610,7864,4.93,16664.85,490,6.23,51.1,196,32,5.89,22070.27,1,9.656938788
Wednesday,Display,North,Tablet,Gen Z,Awareness,154501,1879,1.22,2235.94,0,0,47,79,40,7.88,0,0,0.960776953
Saturday,Search,South,CTV,Millennials,Awareness,151617,5161,3.4,10234.71,182,3.53,39.36,182,42,6.09,13251.65,1,6.195228767
Saturday,Display,North,Mobile,Boomers,Awareness,133771,1550,1.16,1157.01,52,3.35,14.19,168,32,6.68,2639.78,1,1.946610252
Thursday,Social,Central,CTV,Boomers,Sales,139534,4484,3.21,4977.16,209,4.66,44.41,170,27,5.87,26895.96,2,5.463041266
Tuesday,Social,South,Tablet,Gen X,Sales,95184,2383,2.5,2868.34,87,3.65,38.6,195,49,6.58,6757.37,1,4.881965456
Thursday,Social,North,Desktop,Gen X,Sales,64812,1746,2.69,1573.69,101,5.78,69.56,139,25,7.48,7261.3,2,3.744584336
Tuesday,Video,Central,CTV,Gen Z,Awareness,216824,8412,3.88,10224.71,375,4.46,53.6,91,35,8.21,37955.2,2,3.530476331
Tuesday,Display,West,Desktop,Boomers,Traffic,192092,3611,1.88,4517.83,52,1.44,62.46,139,32,5.27,6450.54,1,2.612961498
Saturday,Affiliate,Central,Desktop,Gen Z,Sales,89561,1743,1.95,1523.77,48,2.75,35.08,193,35,7.85,4102.05,1,3.756088029
Tuesday,Affiliate,East,CTV,Boomers,Leads,71045,1262,1.78,1089.47,41,3.25,90.66,170,35,8.25,4075.87,2,3.019776198
Friday,Email,Central,Tablet,Boomers,Leads,26327,908,3.45,367.55,65,7.16,70.25,169,31,9.4,4088.52,3,5.828692977
Tuesday,Social,North,Tablet,Millennials,Awareness,72442,1140,1.57,1304.03,13,1.14,53.75,168,23,9.67,1047.94,0,2.643770189
Monday,Social,South,Mobile,Millennials,Traffic,55847,1461,2.62,1576.58,38,2.6,46.51,151,31,7.94,3709.61,1,3.950274858
Sunday,Display,Central,Mobile,Millennials,App Installs,189262,1736,0.92,1712.55,0,0,67.51,187,35,8.97,696.07,0,1.715251873
Thursday,Video,East,Desktop,Millennials,Traffic,191156,6643,3.48,11125.95,274,4.12,73.86,68,18,6.48,39299.05,2,2.363117035
Saturday,Email,East,Tablet,Gen Z,Leads,78352,2568,3.28,20,254,9.89,31.07,198,33,7,19458.67,3,6.489483357
Friday,Email,Central,Desktop,Millennials,Sales,43363,2200,5.07,735.49,228,10.36,38.5,135,20,7.43,18586.7,3,6.849157116
Friday,Email,East,Desktop,Boomers,Awareness,49991,1423,2.85,100.05,98,6.89,69.96,82,20,8.35,12042.35,3,2.334140145
Sunday,Search,North,Desktop,Millennials,Awareness,99683,5343,5.36,9173.41,294,5.5,57.75,100,26,8.99,12432.53,1,5.359991172
Thursday,Email,West,Mobile,Gen X,App Installs,75209,1477,1.96,463.07,119,8.06,63.8,174,49,8.91,8181.99,3,3.417117632
Thursday,Social,South,Tablet,Millennials,Leads,78056,573,0.73,888.7,30,5.24,36.82,89,28,4.28,2138.73,1,0.653338629
Thursday,Email,East,Mobile,Gen X,Sales,52392,1422,2.71,957,56,3.94,77.88,189,31,8.34,5972.11,2,5.129752634
Sunday,Email,North,Tablet,Gen X,Leads,79406,2658,3.35,327.29,126,4.74,35.53,133,50,6.39,10530.35,3,4.451980959
Thursday,Social,South,CTV,Boomers,Leads,85106,1184,1.39,2129.68,41,3.46,40.06,112,44,6.65,3726.51,1,1.558151012
Wednesday,Social,Central,Tablet,Millennials,App Installs,101441,2880,2.84,2970.39,128,4.44,55.37,125,47,8.45,12562.12,2,3.548860914
Saturday,Social,West,Tablet,Gen X,Traffic,55898,1071,1.92,1840.54,48,4.48,54.67,161,46,9,4932.61,1,3.08474364
Sunday,Social,North,CTV,Gen Z,Traffic,99358,2317,2.33,1963.15,180,7.77,57.54,69,43,6.93,12744.69,2,1.609060166
Tuesday,Email,East,Desktop,Gen Z,Sales,69984,3063,4.38,395.86,292,9.53,93.02,107,33,7.85,31740.87,3,4.683084705
Wednesday,Display,South,Mobile,Gen X,Sales,160963,866,0.54,764.28,43,4.97,60.5,217,36,3.92,2590.11,2,1.167485695
Monday,Search,East,Desktop,Millennials,Awareness,129126,4710,3.65,8341.81,244,5.18,57.76,166,48,6.63,22606.18,1,6.055016031
Thursday,Display,East,Mobile,Gen Z,Awareness,159374,1332,0.84,1067.07,48,3.6,55.4,245,36,9.81,2129.16,1,2.047636377
Friday,Video,Central,Desktop,Millennials,Sales,193348,6913,3.58,8994.74,480,6.94,54.86,138,34,7.55,38660.01,2,4.934077415
Tuesday,Search,North,Tablet,Gen Z,Leads,127643,6523,5.11,5701.21,270,4.14,56.08,255,27,7.18,30172.32,2,13.03138441
Friday,Display,North,Mobile,Gen X,Traffic,155966,1705,1.09,2200.88,50,2.93,48.15,181,30,10,4763.74,1,1.978668428
Monday,Email,Central,CTV,Gen Z,Sales,74894,2869,3.83,1707.92,209,7.28,45.39,39,31,8.05,20544.94,3,1.493991508
Monday,Affiliate,South,CTV,Millennials,Awareness,141544,3125,2.21,2085.85,109,3.49,54.63,150,43,8.21,12165.4,2,3.311691064
Friday,Search,East,Desktop,Millennials,Sales,125713,4769,3.79,11265.87,329,6.9,56.68,117,28,5.18,24666.5,1,4.438466984
Thursday,Affiliate,Central,Tablet,Gen X,Leads,108188,1275,1.18,1050.11,59,4.63,31.53,181,30,7.8,6465.64,2,2.133092395
Monday,Social,North,Mobile,Boomers,App Installs,93023,1703,1.83,2586.09,81,4.76,59.75,289,27,6.43,5955.31,1,5.2908098
Tuesday,Email,West,Desktop,Gen Z,Leads,57511,1603,2.79,1189.6,90,5.61,60.8,152,40,8.12,5783.93,2,4.236685156
Sunday,Search,West,Mobile,Gen X,App Installs,87097,3756,4.31,3103.94,325,8.65,32.18,242,46,7.09,37240.32,3,10.4360885
Friday,Video,South,Mobile,Gen Z,Traffic,257092,8373,3.26,15793.9,0,0,30.6,189,18,7.19,0,0,6.155372396
Thursday,Social,East,Mobile,Boomers,Awareness,88951,1467,1.65,1992.66,50,3.41,67.03,195,18,4.98,4575.21,1,3.215984081
Monday,Display,West,CTV,Boomers,Leads,261605,4089,1.56,2391.21,73,1.79,50.86,249,26,6.08,5255.34,1,3.891978364
Saturday,Display,West,CTV,Gen X,Traffic,139898,2457,1.76,1494.72,122,4.97,15.47,59,51,6.01,12916.74,2,1.036204949
Wednesday,Display,Central,Mobile,Millennials,Awareness,118824,1158,0.97,1394.39,29,2.5,60.61,154,23,6.03,1401.64,1,1.500807918
Monday,Search,East,CTV,Millennials,App Installs,131008,3662,2.8,9727.53,365,9.97,34.85,136,24,4.91,30565.11,2,3.801538837
Saturday,Search,West,CTV,Boomers,App Installs,103354,5624,5.44,9223.86,312,5.55,40.74,142,36,7,15655.58,1,7.726919132
Monday,Affiliate,North,Desktop,Gen Z,Sales,84788,2034,2.4,1850.11,50,2.46,31.88,106,47,4.54,2760.47,1,2.542859839
Friday,Social,South,Desktop,Millennials,Traffic,103268,2302,2.23,1903.35,31,1.35,56.26,74,31,6.68,2877.09,1,1.649571987
Tuesday,Search,West,Mobile,Boomers,Traffic,178440,6860,3.84,15658.73,498,7.26,84.78,191,37,7.58,18855.15,1,7.342860345
Monday,Affiliate,South,Tablet,Gen X,Awareness,83022,1700,2.05,1524.37,84,4.94,48.77,278,29,6.44,7189.5,2,5.692467057
Friday,Search,West,CTV,Gen X,Leads,131409,4696,3.57,7487.21,196,4.17,42.84,136,44,5.18,16528.11,1,4.860062857
Wednesday,Email,West,Mobile,Boomers,Awareness,62057,2209,3.56,1072.73,128,5.79,45.11,149,37,4.7,5298.07,2,5.303849687
Monday,Video,South,Desktop,Gen Z,Awareness,244237,4785,1.96,7859.25,345,7.21,34.48,220,27,8.83,19124.71,1,4.310157757
Thursday,Email,North,Tablet,Gen X,Sales,58752,1602,2.73,875.26,97,6.05,51.42,176,28,10,9271.98,3,4.799019608
Friday,Display,West,CTV,Boomers,Awareness,203666,2261,1.11,2229.8,66,2.92,59.96,95,28,7.17,5657.36,1,1.054643387
Monday,Social,East,CTV,Millennials,App Installs,62637,909,1.45,776.71,44,4.84,63.49,217,35,6.87,4121.84,2,3.149145074
Friday,Email,West,Mobile,Boomers,Leads,68058,2743,4.03,732.47,152,5.54,70.78,214,23,6.46,12056.68,3,8.625025713
Sunday,Affiliate,South,Mobile,Boomers,Leads,124462,2154,1.73,911.07,0,0,30.73,243,26,7.59,0,0,4.20547637
Thursday,Display,North,Tablet,Gen X,Leads,134583,1478,1.1,1353.54,41,2.77,51.12,162,41,7.36,2413.18,1,1.779095428
Monday,Display,West,Mobile,Millennials,Traffic,145034,1944,1.34,1769.47,94,4.84,58.17,156,33,4.62,6090.66,2,2.090985562
Sunday,Email,North,Desktop,Boomers,Traffic,83392,3144,3.77,1884.14,362,11.51,59.36,108,31,6.74,30361.49,3,4.071757483
Saturday,Video,West,Tablet,Gen Z,App Installs,222550,5040,2.26,8041.28,159,3.15,64.68,196,48,9.27,11863.73,1,4.438732869
Saturday,Social,North,Tablet,Boomers,Traffic,74200,1516,2.04,1284.75,93,6.13,39.3,51,25,6.42,9440.78,2,1.041994609
Sunday,Email,Central,Mobile,Millennials,Traffic,47328,1570,3.32,611.74,137,8.73,59.37,79,48,3.9,15213.85,3,2.620647397
Monday,Social,North,Desktop,Gen Z,Sales,122018,2363,1.94,3104.98,114,4.82,45.01,209,41,7.06,6767.47,1,4.047492993
Friday,Search,East,Desktop,Gen X,Leads,107024,6962,6.51,10664.62,442,6.35,66.82,105,40,7.43,32799.65,2,6.830337121
Thursday,Video,Central,CTV,Gen Z,Awareness,190797,7682,4.03,9301.78,139,1.81,54.07,212,41,8.5,11932.16,1,8.535689765
Sunday,Social,East,CTV,Boomers,Traffic,88773,1487,1.68,1282.17,49,3.3,79.76,195,34,9.43,5217.04,2,3.266364773
Wednesday,Display,North,Tablet,Gen Z,Sales,147721,1532,1.04,508.8,0,0,56.93,233,46,8.76,0,0,2.416420143
Sunday,Search,South,Desktop,Millennials,Traffic,127158,8035,6.32,16818.12,480,5.97,55.01,33,28,5.99,30337.53,1,2.08524041
Saturday,Affiliate,South,Tablet,Boomers,App Installs,155507,2920,1.88,1762.79,0,0,37.13,5,32,8.26,92.51,0,0.093886449
Monday,Search,North,CTV,Millennials,Traffic,124634,3050,2.45,6629.15,166,5.44,49.45,155,23,7.77,9236.12,1,3.793106215
Tuesday,Email,North,Desktop,Gen X,App Installs,42923,1208,2.81,481.77,79,6.54,75.1,35,27,8.01,4671.87,2,0.985019686
Thursday,Display,East,CTV,Boomers,Leads,196469,2453,0.89,1303.89,0,0,95,195,39,8.58,0,0,2.434658903
Friday,Video,East,Desktop,Boomers,Leads,173611,3667,2.11,4745.83,292,7.96,59.99,11,39,6.01,33334.09,2,0.232341269
Tuesday,Affiliate,Central,CTV,Gen Z,Awareness,72414,1257,1.74,1323.54,39,3.1,53.73,71,22,8.4,2761.08,1,1.23245505
Tuesday,Email,East,Tablet,Gen X,Awareness,112453,2453,2.52,1156.75,95,3.35,68.16,158,28,6.5,9500.13,2,3.446542111
Wednesday,Video,North,Tablet,Gen X,Leads,224610,6266,2.79,11469.4,323,5.15,54.19,225,43,7.03,24123.04,1,6.276879925
Tuesday,Display,East,Tablet,Millennials,Traffic,123736,991,0.8,718.3,39,3.94,55.91,245,39,6.71,3344.33,2,1.962201784
Monday,Email,South,Mobile,Boomers,Leads,50408,1219,2.42,86.97,79,6.48,54.2,229,20,6.72,3993.13,3,5.537831297
Saturday,Affiliate,South,Mobile,Boomers,Leads,133003,199,0.15,156.57,11,5.53,58.61,163,38,7.49,450.3,1,0.243881717
Monday,Display,West,CTV,Boomers,Awareness,201121,1746,0.87,730.7,26,1.49,51.51,162,38,8.34,2547.29,2,1.406377255
